Location,Mobile,Action,Date,Time,Points Awarded,Total Points,License Plate
OptSpot Car Wash - Main St,5550618439,CHECKIN,2026-04-06,18:44:25,10,70,RYL8922
OptSpot Car Wash - Main St,5550085965,CHECKIN,2026-04-06,18:49:19,10,200,KPN4272
OptSpot Car Wash - Main St,5550487192,CHECKIN,2026-04-07,07:03:54,10,10,ZME2209
OptSpot Car Wash - Main St,5550130394,BONUS,2026-04-07,08:11:42,50,65,MHK4460
OptSpot Car Wash - Main St,5550505612,CHECKIN,2026-04-07,08:11:52,10,135,FCV6022
OptSpot Car Wash - Main St,5550053872,CHECKIN,2026-04-07,11:22:35,10,60,GWC1070
OptSpot Car Wash - Main St,5550765179,REDEEM,2026-04-07,13:21:46,-100,0,LDX1291
OptSpot Car Wash - Main St,5550030271,CHECKIN,2026-04-07,14:56:52,10,130,ZPG2594
OptSpot Car Wash - Main St,5550540310,CHECKIN,2026-04-07,15:01:29,10,130,IKC2303
OptSpot Car Wash - Main St,5550008574,CHECKIN,2026-04-07,16:09:53,10,20,WLW5992
OptSpot Car Wash - Main St,5550702258,CHECKIN,2026-04-07,16:58:58,10,45,SGK4915
OptSpot Car Wash - Main St,5550414463,CHECKIN,2026-04-07,17:36:24,10,40,ZBF3460
OptSpot Car Wash - Main St,5550964448,CHECKIN,2026-04-07,18:02:20,10,10,JLC7138
OptSpot Car Wash - Main St,5550455884,BONUS,2026-04-07,18:06:49,50,340,EAS4315
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-08,07:00:19,10,10,LDX1291
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-04-08,07:38:59,10,20,ZEQ7793
OptSpot Car Wash - Main St,5550383713,REDEEM,2026-04-08,07:45:55,-50,0,BBO5939
OptSpot Car Wash - Main St,5550922446,BONUS,2026-04-08,11:54:16,25,45,TER9107
OptSpot Car Wash - Main St,5550310244,CHECKIN,2026-04-08,12:16:50,10,20,ZHZ6484
OptSpot Car Wash - Main St,5550268900,CHECKIN,2026-04-08,12:35:12,10,45,TFV4442
OptSpot Car Wash - Main St,5550121886,CHECKIN,2026-04-08,16:23:42,10,10,RSM8361
OptSpot Car Wash - Main St,5550165055,CHECKIN,2026-04-08,16:54:18,10,10,JSU9299
OptSpot Car Wash - Main St,5550540310,CHECKIN,2026-04-08,17:32:34,10,140,IKC2303
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-04-08,18:08:09,10,310,BRU1307
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-08,18:36:05,10,40,NQQ8817
OptSpot Car Wash - Main St,5550816232,CHECKIN,2026-04-08,18:43:36,10,30,LEY8486
OptSpot Car Wash - Main St,5550269761,BONUS,2026-04-08,18:46:41,25,60,SAI4833
OptSpot Car Wash - Main St,5550383713,REDEEM,2026-04-08,18:48:37,-100,0,BBO5939
OptSpot Car Wash - Main St,5550696212,CHECKIN,2026-04-08,18:53:25,10,10,PMN6971
OptSpot Car Wash - Main St,5550032146,CHECKIN,2026-04-08,18:59:46,10,245,CNJ7432
OptSpot Car Wash - Main St,5550790785,REDEEM,2026-04-08,20:13:10,-100,0,ZWS6511
OptSpot Car Wash - Main St,5550769440,REDEEM,2026-04-09,07:58:32,-100,0,NQQ8817
OptSpot Car Wash - Main St,5550203322,CHECKIN,2026-04-09,08:41:24,10,150,XJS2419
OptSpot Car Wash - Main St,5550251083,CHECKIN,2026-04-09,08:57:39,10,40,BWY1403
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-04-09,09:52:39,10,70,DTO9577
OptSpot Car Wash - Main St,5550001773,CHECKIN,2026-04-09,10:16:29,10,10,NUR3228
OptSpot Car Wash - Main St,5550738797,BONUS,2026-04-09,11:35:52,50,360,BRU1307
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-04-09,11:36:05,10,50,DDI0653
OptSpot Car Wash - Main St,5550007540,BONUS,2026-04-09,12:08:40,50,295,BQF0514
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-04-09,13:03:10,10,80,YTF8341
OptSpot Car Wash - Main St,5550715894,CHECKIN,2026-04-09,15:26:41,10,100,ZWD5697
OptSpot Car Wash - Main St,5550414463,CHECKIN,2026-04-09,16:21:12,10,50,ZBF3460
OptSpot Car Wash - Main St,5550348048,CHECKIN,2026-04-09,16:35:51,10,20,HUL6553
OptSpot Car Wash - Main St,5550665905,CHECKIN,2026-04-09,16:38:06,10,130,YHQ8740
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-04-09,16:42:07,10,115,SUC3139
OptSpot Car Wash - Main St,5550222086,CHECKIN,2026-04-09,16:51:06,10,150,YTR5107
OptSpot Car Wash - Main St,5550960632,CHECKIN,2026-04-09,17:10:01,10,30,YJF2188
OptSpot Car Wash - Main St,5550969209,REDEEM,2026-04-09,17:28:04,-100,0,UGC6955
OptSpot Car Wash - Main St,5550634487,CHECKIN,2026-04-09,17:53:29,10,240,DLJ7273
OptSpot Car Wash - Main St,5550438184,CHECKIN,2026-04-09,18:26:59,10,20,WEX6504
OptSpot Car Wash - Main St,5550769440,REDEEM,2026-04-09,18:36:03,-50,0,NQQ8817
OptSpot Car Wash - Main St,5550515633,CHECKIN,2026-04-09,20:46:40,10,10,BQB2444
OptSpot Car Wash - Main St,5550088914,BONUS,2026-04-10,07:05:37,50,90,HRQ1530
OptSpot Car Wash - Main St,5550222086,CHECKIN,2026-04-10,07:44:51,10,160,YTR5107
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-04-10,08:16:30,10,370,BRU1307
OptSpot Car Wash - Main St,5550289666,CHECKIN,2026-04-10,09:54:01,10,160,UWI8318
OptSpot Car Wash - Main St,5550428184,REDEEM,2026-04-10,10:49:02,-50,0,IRW5403
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-04-10,11:26:39,10,10,OTB9571
OptSpot Car Wash - Main St,5550928818,CHECKIN,2026-04-10,11:32:31,10,35,BYN8897
OptSpot Car Wash - Main St,5550707160,REDEEM,2026-04-10,12:00:57,-50,75,TEW6643
OptSpot Car Wash - Main St,5550513425,CHECKIN,2026-04-10,12:26:10,10,10,WLM5446
OptSpot Car Wash - Main St,5550995109,CHECKIN,2026-04-10,13:02:16,10,20,WLR9783
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-10,13:09:36,10,10,NQQ8817
OptSpot Car Wash - Main St,5550226895,CHECKIN,2026-04-10,14:18:10,10,10,THP8595
OptSpot Car Wash - Main St,5550682759,CHECKIN,2026-04-10,16:02:20,10,10,FOQ0496
OptSpot Car Wash - Main St,5550711163,CHECKIN,2026-04-10,17:03:52,10,290,RMR0744
OptSpot Car Wash - Main St,5550388162,CHECKIN,2026-04-10,17:14:02,10,10,JRS1169
OptSpot Car Wash - Main St,5550861722,CHECKIN,2026-04-10,17:22:45,10,10,AIG3456
OptSpot Car Wash - Main St,5550710526,CHECKIN,2026-04-10,17:31:12,10,90,OBY9626
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-04-10,18:17:56,10,40,QLN1982
OptSpot Car Wash - Main St,5550007540,CHECKIN,2026-04-10,18:26:52,10,305,BQF0514
OptSpot Car Wash - Main St,5550414463,CHECKIN,2026-04-10,18:44:59,10,60,ZBF3460
OptSpot Car Wash - Main St,5550466297,CHECKIN,2026-04-10,18:58:36,10,10,YWC6018
OptSpot Car Wash - Main St,5550798207,CHECKIN,2026-04-10,19:56:32,10,280,WHY6906
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-04-10,20:16:25,10,90,YTF8341
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-04-10,20:47:20,10,95,AKF1858
OptSpot Car Wash - Main St,5550622937,CHECKIN,2026-04-11,07:08:17,10,10,NMO0672
OptSpot Car Wash - Main St,5550250405,BONUS,2026-04-11,09:03:56,25,245,OGU0715
OptSpot Car Wash - Main St,5550577086,BONUS,2026-04-11,09:20:12,25,45,ZEQ7793
OptSpot Car Wash - Main St,5550269761,CHECKIN,2026-04-11,09:31:11,10,70,SAI4833
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-11,09:38:17,10,20,LDX1291
OptSpot Car Wash - Main St,5550174446,CHECKIN,2026-04-11,09:52:43,10,40,SXB0919
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-11,10:14:42,10,30,LDX1291
OptSpot Car Wash - Main St,5550113349,CHECKIN,2026-04-11,10:25:04,10,50,PYO6149
OptSpot Car Wash - Main St,5550964448,CHECKIN,2026-04-11,10:35:35,10,20,JLC7138
OptSpot Car Wash - Main St,5550633039,CHECKIN,2026-04-11,11:38:36,10,10,GCZ9424
OptSpot Car Wash - Main St,5550700005,BONUS,2026-04-11,11:44:39,25,25,NOI7251
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-11,11:45:51,10,20,NQQ8817
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-04-11,11:50:42,10,105,AKF1858
OptSpot Car Wash - Main St,5550491897,CHECKIN,2026-04-11,12:02:47,10,20,LAC4193
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-04-11,12:06:38,10,80,DTO9577
OptSpot Car Wash - Main St,5550995230,REDEEM,2026-04-11,12:21:58,-100,0,HZD6818
OptSpot Car Wash - Main St,5550995230,CHECKIN,2026-04-11,12:21:59,10,10,HZD6818
OptSpot Car Wash - Main St,5550311797,CHECKIN,2026-04-11,12:28:23,10,10,WZH0986
OptSpot Car Wash - Main St,5550678998,CHECKIN,2026-04-11,13:48:35,10,120,IWV1729
OptSpot Car Wash - Main St,5550184171,CHECKIN,2026-04-11,14:35:42,10,10,FUW5994
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-04-11,14:37:07,10,60,YOM7749
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-04-11,14:48:18,10,115,LAI6624
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-04-11,16:32:34,10,70,OMY8261
OptSpot Car Wash - Main St,5550790785,CHECKIN,2026-04-11,16:34:48,10,10,ZWS6511
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-11,16:38:20,10,35,NOI7251
OptSpot Car Wash - Main St,5550620644,CHECKIN,2026-04-11,16:49:00,10,90,OAQ2223
OptSpot Car Wash - Main St,5550707617,BONUS,2026-04-11,17:06:00,50,180,GAW9198
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-11,17:14:51,10,30,NQQ8817
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-11,17:37:03,10,45,NOI7251
OptSpot Car Wash - Main St,5550113668,REFERRAL,2026-04-11,18:14:48,100,100,PIU7149
OptSpot Car Wash - Main St,5550121035,BONUS,2026-04-11,18:34:34,25,25,XTE4616
OptSpot Car Wash - Main St,5550250405,REDEEM,2026-04-11,18:44:09,-100,145,OGU0715
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-11,18:56:52,10,55,NOI7251
OptSpot Car Wash - Main St,5550654813,CHECKIN,2026-04-11,19:10:58,10,110,SPV9234
OptSpot Car Wash - Main St,5550669975,CHECKIN,2026-04-11,19:28:44,10,75,ZRL4949
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-11,19:54:38,10,75,CVC8843
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-04-11,20:24:12,10,40,NEG6658
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-04-11,20:49:18,10,125,SUC3139
OptSpot Car Wash - Main St,5550534150,CHECKIN,2026-04-12,07:20:21,10,30,KZN0452
OptSpot Car Wash - Main St,5550732052,CHECKIN,2026-04-12,07:26:37,10,50,KHF5514
OptSpot Car Wash - Main St,5550121035,REDEEM,2026-04-12,08:06:55,-100,0,XTE4616
OptSpot Car Wash - Main St,5550707617,REFERRAL,2026-04-12,08:23:32,100,280,GAW9198
OptSpot Car Wash - Main St,5550388162,CHECKIN,2026-04-12,09:39:07,10,20,JRS1169
OptSpot Car Wash - Main St,5550059653,CHECKIN,2026-04-12,10:00:09,10,10,JHQ1479
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-04-12,10:48:21,10,380,BRU1307
OptSpot Car Wash - Main St,5550144789,CHECKIN,2026-04-12,10:56:10,10,20,NOZ7837
OptSpot Car Wash - Main St,5550388162,CHECKIN,2026-04-12,11:57:39,10,30,JRS1169
OptSpot Car Wash - Main St,5550331535,CHECKIN,2026-04-12,12:04:06,10,10,YYA9224
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-04-12,12:10:59,10,60,DDI0653
OptSpot Car Wash - Main St,5550007540,CHECKIN,2026-04-12,13:22:08,10,315,BQF0514
OptSpot Car Wash - Main St,5550756157,CHECKIN,2026-04-12,16:00:19,10,10,ITM8433
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-04-12,16:18:01,10,90,DTO9577
OptSpot Car Wash - Main St,5550113668,REDEEM,2026-04-12,16:21:41,-100,0,PIU7149
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-04-12,16:22:32,10,70,SDW8042
OptSpot Car Wash - Main St,5550113349,CHECKIN,2026-04-12,16:29:37,10,60,PYO6149
OptSpot Car Wash - Main St,5550053035,CHECKIN,2026-04-12,16:43:53,10,10,UGD9250
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-04-12,18:26:43,10,25,DZI1644
OptSpot Car Wash - Main St,5550990957,CHECKIN,2026-04-12,18:29:22,10,10,WXO6049
OptSpot Car Wash - Main St,5550582144,REDEEM,2026-04-12,18:53:55,-50,0,TRQ8041
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-04-12,19:34:01,10,75,MHK4460
OptSpot Car Wash - Main St,5550964448,CHECKIN,2026-04-12,19:34:05,10,30,JLC7138
OptSpot Car Wash - Main St,5550797615,CHECKIN,2026-04-12,20:21:53,10,55,JOI7642
OptSpot Car Wash - Main St,5550251083,BONUS,2026-04-12,20:39:07,50,90,BWY1403
OptSpot Car Wash - Main St,5550371496,CHECKIN,2026-04-13,09:52:42,10,10,RWR4331
OptSpot Car Wash - Main St,5550659827,CHECKIN,2026-04-13,11:56:09,10,10,AMZ9477
OptSpot Car Wash - Main St,5550251083,BONUS,2026-04-13,12:25:37,25,115,BWY1403
OptSpot Car Wash - Main St,5550450961,CHECKIN,2026-04-13,12:57:12,10,10,LFI7430
OptSpot Car Wash - Main St,5550379358,CHECKIN,2026-04-13,13:17:11,10,60,COB8972
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-04-13,13:43:48,10,210,JLH3777
OptSpot Car Wash - Main St,5550097793,CHECKIN,2026-04-13,15:48:23,10,20,YWE7956
OptSpot Car Wash - Main St,5550995230,CHECKIN,2026-04-13,15:57:08,10,20,HZD6818
OptSpot Car Wash - Main St,5550226895,CHECKIN,2026-04-13,16:03:44,10,20,THP8595
OptSpot Car Wash - Main St,5550222086,CHECKIN,2026-04-13,17:07:42,10,170,YTR5107
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-04-13,17:44:43,10,390,BRU1307
OptSpot Car Wash - Main St,5550601334,CHECKIN,2026-04-13,18:14:57,10,70,RJZ5654
OptSpot Car Wash - Main St,5550278258,REDEEM,2026-04-13,18:18:25,-50,0,BTN1041
OptSpot Car Wash - Main St,5550395129,CHECKIN,2026-04-13,19:00:47,10,10,IEX5608
OptSpot Car Wash - Main St,5550250405,CHECKIN,2026-04-13,19:10:02,10,155,OGU0715
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-04-13,19:16:33,10,155,RTW0842
OptSpot Car Wash - Main St,5550480292,CHECKIN,2026-04-13,20:25:30,10,10,QAZ6580
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-04-14,08:01:04,10,100,DTO9577
OptSpot Car Wash - Main St,5550008491,CHECKIN,2026-04-14,08:16:45,10,10,ORT0803
OptSpot Car Wash - Main St,5550781369,CHECKIN,2026-04-14,09:05:03,10,10,MXH3770
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-04-14,09:14:50,10,70,YOM7749
OptSpot Car Wash - Main St,5550578043,CHECKIN,2026-04-14,09:23:05,10,10,DEP2236
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-04-14,10:51:02,10,175,PTL9431
OptSpot Car Wash - Main St,5550302620,CHECKIN,2026-04-14,10:53:11,10,10,BNT4582
OptSpot Car Wash - Main St,5550125710,CHECKIN,2026-04-14,11:33:08,10,10,YOP0651
OptSpot Car Wash - Main St,5550491897,CHECKIN,2026-04-14,11:42:57,10,30,LAC4193
OptSpot Car Wash - Main St,5550790785,CHECKIN,2026-04-14,12:14:02,10,20,ZWS6511
OptSpot Car Wash - Main St,5550032146,CHECKIN,2026-04-14,12:26:53,10,255,CNJ7432
OptSpot Car Wash - Main St,5550371496,BONUS,2026-04-14,12:45:37,25,35,RWR4331
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-04-14,13:30:33,10,100,CGD6622
OptSpot Car Wash - Main St,5550993508,BONUS,2026-04-14,13:58:18,50,70,YXV4105
OptSpot Car Wash - Main St,5550269761,CHECKIN,2026-04-14,14:07:39,10,80,SAI4833
OptSpot Car Wash - Main St,5550769440,BONUS,2026-04-14,14:48:35,50,80,NQQ8817
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-04-14,16:13:12,10,115,AKF1858
OptSpot Car Wash - Main St,5550995230,BONUS,2026-04-14,16:24:38,50,70,HZD6818
OptSpot Car Wash - Main St,5550577086,BONUS,2026-04-14,16:46:12,50,95,ZEQ7793
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-04-14,18:36:03,10,135,SUC3139
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-14,18:51:04,10,90,NQQ8817
OptSpot Car Wash - Main St,5550372060,CHECKIN,2026-04-14,19:19:41,10,10,UIW4526
OptSpot Car Wash - Main St,5550577596,REFERRAL,2026-04-14,19:41:46,100,215,AKF1858
OptSpot Car Wash - Main St,5550934631,CHECKIN,2026-04-15,07:31:38,10,20,JWX6154
OptSpot Car Wash - Main St,5550854596,CHECKIN,2026-04-15,07:57:30,10,10,SNV8976
OptSpot Car Wash - Main St,5550269761,REDEEM,2026-04-15,09:22:11,-100,0,SAI4833
OptSpot Car Wash - Main St,5550780879,CHECKIN,2026-04-15,11:06:48,10,20,MXJ2492
OptSpot Car Wash - Main St,5550543269,BONUS,2026-04-15,11:45:49,25,25,DEI3694
OptSpot Car Wash - Main St,5550578043,CHECKIN,2026-04-15,12:15:46,10,20,DEP2236
OptSpot Car Wash - Main St,5550963110,CHECKIN,2026-04-15,12:47:54,10,10,AIA5947
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-04-15,15:31:33,10,85,TEW6643
OptSpot Car Wash - Main St,5550999914,BONUS,2026-04-15,15:39:06,50,365,DXB1398
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-15,15:41:52,10,85,CVC8843
OptSpot Car Wash - Main St,5550682139,CHECKIN,2026-04-15,17:20:54,10,140,FZI0969
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-04-15,18:14:16,10,110,CGD6622
OptSpot Car Wash - Main St,5550585941,CHECKIN,2026-04-15,20:34:32,10,20,MUS6487
OptSpot Car Wash - Main St,5550700005,REFERRAL,2026-04-16,08:33:25,100,155,NOI7251
OptSpot Car Wash - Main St,5550379358,CHECKIN,2026-04-16,09:27:22,10,70,COB8972
OptSpot Car Wash - Main St,5550251083,REDEEM,2026-04-16,10:11:44,-50,65,BWY1403
OptSpot Car Wash - Main St,5550302620,CHECKIN,2026-04-16,11:26:27,10,20,BNT4582
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-04-16,12:06:41,10,80,SDW8042
OptSpot Car Wash - Main St,5550277746,BONUS,2026-04-16,12:28:01,25,125,DTO9577
OptSpot Car Wash - Main St,5550540310,CHECKIN,2026-04-16,12:33:39,10,150,IKC2303
OptSpot Car Wash - Main St,5550704314,REDEEM,2026-04-16,12:56:46,-50,0,QLN1982
OptSpot Car Wash - Main St,5550820652,REDEEM,2026-04-16,13:52:43,-100,0,BNR1129
OptSpot Car Wash - Main St,5550771476,REDEEM,2026-04-16,15:16:18,-50,0,OTB9571
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-16,16:42:13,10,100,NQQ8817
OptSpot Car Wash - Main St,5550084216,CHECKIN,2026-04-16,17:44:24,10,20,WWW6226
OptSpot Car Wash - Main St,5550528373,CHECKIN,2026-04-16,17:48:26,10,20,ZGX9438
OptSpot Car Wash - Main St,5550383713,CHECKIN,2026-04-16,18:01:08,10,10,BBO5939
OptSpot Car Wash - Main St,5550692282,CHECKIN,2026-04-16,18:01:52,10,10,NKH9121
OptSpot Car Wash - Main St,5550235612,CHECKIN,2026-04-16,18:32:38,10,90,BAO9641
OptSpot Car Wash - Main St,5550480292,REDEEM,2026-04-16,19:56:47,-100,0,QAZ6580
OptSpot Car Wash - Main St,5550286193,BONUS,2026-04-17,09:18:11,50,165,LAI6624
OptSpot Car Wash - Main St,5550692282,BONUS,2026-04-17,10:42:15,25,35,NKH9121
OptSpot Car Wash - Main St,5550416359,CHECKIN,2026-04-17,11:11:15,10,90,WBA1275
OptSpot Car Wash - Main St,5550799649,CHECKIN,2026-04-17,11:20:05,10,10,HFL9190
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-17,11:38:05,10,165,NOI7251
OptSpot Car Wash - Main St,5550480292,CHECKIN,2026-04-17,13:03:14,10,10,QAZ6580
OptSpot Car Wash - Main St,5550964448,CHECKIN,2026-04-17,13:13:51,10,40,JLC7138
OptSpot Car Wash - Main St,5550518934,REDEEM,2026-04-17,13:48:17,-100,0,PVR4681
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-17,13:50:05,10,10,WOK2324
OptSpot Car Wash - Main St,5550085544,CHECKIN,2026-04-17,14:39:25,10,60,HRM7242
OptSpot Car Wash - Main St,5550730132,REDEEM,2026-04-17,14:58:20,-50,60,KDJ8813
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-17,15:16:47,10,20,WOK2324
OptSpot Car Wash - Main St,5550719425,CHECKIN,2026-04-17,16:58:54,10,10,CSL1323
OptSpot Car Wash - Main St,5550503935,REDEEM,2026-04-17,17:01:01,-50,50,WOC8452
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-04-17,17:01:20,10,185,PTL9431
OptSpot Car Wash - Main St,5550455884,BONUS,2026-04-17,17:06:58,25,365,EAS4315
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-04-17,17:12:56,10,95,TEW6643
OptSpot Car Wash - Main St,5550919641,CHECKIN,2026-04-17,17:32:47,10,10,ZEZ4349
OptSpot Car Wash - Main St,5550847903,REDEEM,2026-04-17,18:17:00,-100,0,UXF9345
OptSpot Car Wash - Main St,5550118959,CHECKIN,2026-04-17,18:35:30,10,50,AEN9202
OptSpot Car Wash - Main St,5550908573,CHECKIN,2026-04-17,18:43:20,10,35,CHQ5977
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-04-17,19:16:45,10,10,OTB9571
OptSpot Car Wash - Main St,5550286193,BONUS,2026-04-17,19:54:25,25,190,LAI6624
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-04-17,20:07:40,10,120,HVZ3993
OptSpot Car Wash - Main St,5550348048,CHECKIN,2026-04-17,20:22:33,10,30,HUL6553
OptSpot Car Wash - Main St,5550840886,CHECKIN,2026-04-17,20:56:02,10,10,JQQ2240
OptSpot Car Wash - Main St,5550388162,BONUS,2026-04-18,07:17:12,50,80,JRS1169
OptSpot Car Wash - Main St,5550190217,BONUS,2026-04-18,07:24:58,25,45,WOK2324
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-18,07:58:21,10,55,WOK2324
OptSpot Car Wash - Main St,5550121035,CHECKIN,2026-04-18,08:07:27,10,10,XTE4616
OptSpot Car Wash - Main St,5550480292,CHECKIN,2026-04-18,09:30:47,10,20,QAZ6580
OptSpot Car Wash - Main St,5550213446,CHECKIN,2026-04-18,11:02:59,10,10,GDH7941
OptSpot Car Wash - Main St,5550500149,CHECKIN,2026-04-18,11:03:22,10,20,AJT6865
OptSpot Car Wash - Main St,5550277746,REDEEM,2026-04-18,11:06:50,-100,25,DTO9577
OptSpot Car Wash - Main St,5550964448,CHECKIN,2026-04-18,11:13:04,10,50,JLC7138
OptSpot Car Wash - Main St,5550700005,BONUS,2026-04-18,11:28:13,25,190,NOI7251
OptSpot Car Wash - Main St,5550235612,CHECKIN,2026-04-18,12:31:57,10,100,BAO9641
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-18,12:32:11,10,65,WOK2324
OptSpot Car Wash - Main St,5550097251,CHECKIN,2026-04-18,12:36:47,10,10,JJI4333
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-18,12:46:00,10,10,HHB6878
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-18,13:26:01,10,40,LDX1291
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-04-18,14:30:33,10,70,DDI0653
OptSpot Car Wash - Main St,5550856113,CHECKIN,2026-04-18,15:33:00,10,20,AFB6941
OptSpot Car Wash - Main St,5550339320,CHECKIN,2026-04-18,15:59:27,10,170,YAJ7319
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-04-18,16:31:36,10,50,NEG6658
OptSpot Car Wash - Main St,5550666549,CHECKIN,2026-04-18,16:39:19,10,60,KJT5850
OptSpot Car Wash - Main St,5550383713,CHECKIN,2026-04-18,16:41:32,10,20,BBO5939
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-18,17:23:55,10,50,LDX1291
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-04-18,18:26:30,10,85,MHK4460
OptSpot Car Wash - Main St,5550707160,BONUS,2026-04-18,18:41:03,50,145,TEW6643
OptSpot Car Wash - Main St,5550346859,REDEEM,2026-04-18,18:43:39,-50,160,JLH3777
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-04-18,18:44:04,10,35,DTO9577
OptSpot Car Wash - Main St,5550019857,CHECKIN,2026-04-18,18:50:56,10,10,LKK3340
OptSpot Car Wash - Main St,5550945497,CHECKIN,2026-04-18,18:50:58,10,55,ZJK3109
OptSpot Car Wash - Main St,5550235612,CHECKIN,2026-04-18,18:53:13,10,110,BAO9641
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-18,19:11:07,10,200,NOI7251
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-18,19:18:29,10,20,HHB6878
OptSpot Car Wash - Main St,5550579364,BONUS,2026-04-18,20:52:34,50,120,DDI0653
OptSpot Car Wash - Main St,5550203322,CHECKIN,2026-04-19,07:20:09,10,160,XJS2419
OptSpot Car Wash - Main St,5550059653,CHECKIN,2026-04-19,08:16:49,10,20,JHQ1479
OptSpot Car Wash - Main St,5550197636,CHECKIN,2026-04-19,08:19:58,10,10,YSC6868
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-19,08:30:50,10,10,TVB5194
OptSpot Car Wash - Main St,5550113668,CHECKIN,2026-04-19,08:59:56,10,10,PIU7149
OptSpot Car Wash - Main St,5550480292,BONUS,2026-04-19,09:22:40,50,70,QAZ6580
OptSpot Car Wash - Main St,5550379358,CHECKIN,2026-04-19,09:47:36,10,80,COB8972
OptSpot Car Wash - Main St,5550121035,BONUS,2026-04-19,10:14:52,25,35,XTE4616
OptSpot Car Wash - Main St,5550388162,CHECKIN,2026-04-19,10:21:34,10,90,JRS1169
OptSpot Car Wash - Main St,5550007540,CHECKIN,2026-04-19,10:26:00,10,325,BQF0514
OptSpot Car Wash - Main St,5550165055,CHECKIN,2026-04-19,11:06:11,10,20,JSU9299
OptSpot Car Wash - Main St,5550540310,CHECKIN,2026-04-19,11:09:16,10,160,IKC2303
